Position,artists,track_name,Days,Top 10 (xTimes),Peak Position,Peak Position (xTimes),Peak Streams,Total Streams,viral_on_tiktok
7273,calvin harris,holiday,3,0.0,90,0,285026,674385,Нет
7274,twenty one pilots,never take it,2,0.0,76,0,402184,674102,Нет
7275,roddy ricch,out tha mud,3,0.0,175,0,237971,673860,Нет
7276,kehlani,hate the club,2,0.0,70,0,424598,673306,Нет
7277,miley cyrus,cattitude,2,0.0,64,0,432564,673212,Нет
7278,tool,descending,2,0.0,91,0,393983,672341,Нет
7279,calvin harris,new money,2,0.0,44,0,440992,672098,Нет
7280,justin timberlake,flannel,3,0.0,105,0,292803,672077,Нет
7281,moneybagg yo,free promo,3,0.0,126,0,257719,672072,Нет
7282,melanie martinez,drama club,3,0.0,157,0,240637,671412,Нет
7283,nirvana,smells like teen spirit  remastered 2021,3,0.0,179,0,243770,671396,Нет
7284,baby keem,scapegoats,2,0.0,64,0,433489,670955,Нет
7285,schoolboy q,die wit em,2,0.0,76,0,395249,670692,Нет
7286,$uicideboy$,life is but a stream~,2,0.0,52,0,399004,670478,Нет
7287,ski mask the slump god,the matrix,2,0.0,77,0,420671,670380,Нет
7288,playboi carti,long time  intro,2,0.0,66,0,443097,670259,Нет
7289,tom walker,just you and i,3,0.0,174,0,232247,670073,Нет
7290,rae sremmurd,up in my cocina,2,0.0,65,0,446735,669825,Нет
7291,a boogie wit da hoodie,skeezers,2,0.0,122,0,371331,669799,Нет
7292,zac brown band,knee deep,3,0.0,148,0,240846,669524,Нет
7293,murda beatz,banana split,3,0.0,174,0,253036,669155,Нет
7294,offset,made men,2,0.0,96,0,400248,669141,Нет
7295,rod wave,never get over me,2,0.0,46,0,419763,668922,Нет
7296,the lumineers,a.m. radio,2,0.0,56,0,405759,668811,Нет
7297,luke combs,used to wish i was,2,0.0,58,0,405428,668786,Нет
7298,polo g,start up again,2,0.0,75,0,397638,668264,Нет
7299,bastille,good grief,5,0.0,99,0,205505,667136,Нет
7300,lil baby,consistent,2,0.0,80,0,398540,667134,Нет
7301,eminem,favorite bitch,2,0.0,98,0,390296,666943,Нет
7302,brockhampton,buzzcut,2,0.0,101,0,338251,666885,Нет
7303,eminem,guns blazing,2,0.0,102,0,384757,666856,Нет
7304,odesza,falls,3,0.0,79,0,323292,666714,Нет
7305,ozzy osbourne,it's a raid,2,0.0,78,0,421288,666625,Нет
7306,logic,innermission,6,0.0,130,0,140421,666036,Нет
7307,future,rich $ex,8,0.0,126,0,94284,665729,Нет
7308,logic,legacy,2,0.0,102,0,399211,665682,Нет
7309,lennon stella,la di da,3,0.0,184,0,233868,665627,Нет
7310,migos,culture national anthem  outro,2,0.0,83,0,410773,665486,Нет
7311,lil baby,catch the sun,2,0.0,86,0,391089,665458,Нет
7312,xxxtentacion,school shooters,2,0.0,89,0,411260,665231,Нет
7313,justin timberlake,montana,3,0.0,109,0,288326,665055,Нет
7314,big sean,stay down,7,0.0,73,0,143597,664487,Нет
7315,mitski,"valentine, texas",2,0.0,47,0,415332,664286,Нет
7316,xxxtentacion,slipknot,2,0.0,79,0,417486,664231,Нет
7317,norah jones,it's not christmas 'til you come home  recorded at spotify studios nyc,2,0.0,176,0,377178,663318,Нет
7318,ski mask the slump god,dr. suess,2,0.0,75,0,425938,663230,Нет
7319,young dolph,100 shots,2,0.0,60,0,411022,662918,Нет
7320,travis scott,oh my dis side,7,0.0,137,0,114779,662486,Нет
7321,miley cyrus,the most,2,0.0,73,0,409147,661861,Нет
7322,quavo,lost,2,0.0,69,0,446305,660237,Нет
7323,quavo,how bout that?,2,0.0,68,0,446968,660002,Нет
7324,summer walker,broken promises,2,0.0,64,0,394946,659616,Нет
7325,koe wetzel,cabo,2,0.0,65,0,399613,659370,Нет
7326,roddy ricch,all good,2,0.0,85,0,402220,659138,Нет
7327,martin solveig,intoxicated,7,0.0,131,0,109607,658475,Нет
7328,young thug,recognize real,2,0.0,51,0,420465,658448,Нет
7329,future,bag,3,0.0,154,0,241917,658429,Нет
7330,megan thee stallion,what’s new,2,0.0,83,0,362293,658286,Да
7331,tom petty,you don't know how it feels,2,0.0,55,0,435188,658237,Нет
7332,miley cyrus,when i look at you,3,0.0,168,0,225452,658236,Нет
7333,young stoner life,litty,2,0.0,53,0,366664,657766,Нет
7334,beck,blue moon,4,0.0,18,0,257168,657438,Нет
7335,partynextdoor,only u,5,0.0,148,0,140502,657313,Нет
7336,trippie redd,baki,2,0.0,68,0,410782,656949,Нет
7337,aretha franklin,think,2,0.0,74,0,357297,656840,Нет
7338,taylor swift,september  recorded at the tracking room nashville,2,0.0,78,0,388812,656654,Нет
7339,kesha,tik tok,4,0.0,157,0,239325,656632,Нет
7340,juice wrld,she’s the one,2,0.0,98,0,400716,656428,Нет
7341,trippie redd,captain crunch,2,0.0,71,0,399120,655587,Нет
7342,fall out boy,american beauty/american psycho,9,0.0,96,0,92846,655179,Нет
7343,rich brian,glow like dat,3,0.0,120,0,272143,654014,Нет
7344,gucci mane,no sleep  intro,4,0.0,75,0,271262,653998,Нет
7345,pop smoke,back door,2,0.0,71,0,419664,653760,Нет
7346,a boogie wit da hoodie,blood on my denim,2,0.0,108,0,384394,653561,Нет
7347,xxxtentacion,touch eem body,2,0.0,82,0,392449,652867,Нет
7348,gunna,die alone,2,0.0,70,0,388298,652545,Нет
7349,yeat,outsidë,2,0.0,51,0,396296,652261,Нет
7350,kacey musgraves,if this was a movie..,2,0.0,72,0,402111,651363,Нет
7351,kenny rogers,the gambler,2,0.0,61,0,410322,651303,Нет
7352,kygo,love me now,2,0.0,50,0,401281,650820,Нет
7353,ariana grande,main thing,2,0.0,45,0,403628,650100,Нет
7354,xxxtentacion,northstar  remix,2,0.0,125,0,350429,649764,Нет
7355,twenty one pilots,message man,7,0.0,96,0,118991,649614,Нет
7356,quinn xcii,coffee,2,0.0,69,0,406721,649509,Нет
7357,fiona apple,shameika,2,0.0,73,0,364419,649488,Нет
7358,alicia keys,so done,2,0.0,61,0,421001,649488,Нет
7359,rod wave,blame on you,2,0.0,57,0,409172,649435,Нет
7360,twenty one pilots,we don't believe what's on tv,7,0.0,92,0,122022,649152,Нет
7361,selena gomez,fun,2,0.0,87,0,386382,648767,Нет
7362,dierks bentley,"woman, amen",3,0.0,168,0,243877,648700,Нет
7363,chance the rapper,photo ops (skit),2,0.0,107,0,325829,648658,Нет
7364,lil baby,back and forth,2,0.0,77,0,379570,648400,Нет
7365,mac miller,best day ever,2,0.0,60,0,432435,648187,Нет
7366,logic,obediently yours,2,0.0,93,0,405759,648110,Нет
7367,playboi carti,die4guy,2,0.0,154,0,426031,647911,Нет
7368,jhené aiko,tryna smoke,2,0.0,128,0,365069,647885,Нет
7369,matthew koma,so f**kin' romantic,8,0.0,149,0,90276,647743,Нет
7370,french montana,figure it out,5,0.0,108,0,190483,646228,Нет
7371,schoolboy q,black folk,2,0.0,79,0,388519,645982,Нет
7372,trippie redd,keep your head up,2,0.0,67,0,404230,645849,Нет
7373,backstreet boys,christmas time,2,0.0,169,0,328634,645473,Нет
7374,playboi carti,home (kod),2,0.0,70,0,433130,644861,Нет
7375,modest mouse,lampshades on fire,9,0.0,100,0,81416,644860,Нет
7376,kehlani,serial lover,2,0.0,73,0,403602,644742,Нет
7377,young stoner life,pots n pans,2,0.0,47,0,412793,644626,Нет
7378,justin bieber,christmas love,2,0.0,189,0,348032,642106,Нет
7379,2 chainz,forgiven,2,0.0,90,0,412244,641826,Нет
7380,wale,my love,3,0.0,107,0,289962,641772,Нет
7381,calvin harris,skrt on me,3,0.0,101,0,261875,641725,Нет
7382,gunna,life of sin,2,0.0,69,0,388518,641435,Нет
7383,george michael,faith  remastered,3,0.0,46,0,280905,641398,Нет
7384,david guetta,say my name,2,0.0,65,0,431609,641064,Нет
7385,bill withers,lean on me,2,0.0,79,0,343548,640571,Нет
7386,sam feldt,show me love,8,0.0,160,0,86868,640571,Нет
7387,eminem,killer,2,0.0,129,0,334764,640490,Нет
7388,lil wayne,wild dogs,2,0.0,118,0,339146,639645,Нет
7389,twenty one pilots,no chances,2,0.0,88,0,370982,639495,Нет
7390,young thug,guwop,4,0.0,119,0,177111,639369,Нет
7391,luke combs,better back when,2,0.0,67,0,387545,638999,Нет
7392,logic,last call,2,0.0,104,0,388519,638568,Нет
7393,alesso,cool,8,0.0,128,0,99095,638532,Нет
7394,gunna,do better,2,0.0,80,0,379385,638313,Нет
7395,dj khaled,body in motion,2,0.0,56,0,383319,637979,Нет
7396,lil wayne,harden,2,0.0,122,0,333671,637108,Нет
7397,lil wayne,ball hard (ft. lil twist),2,0.0,111,0,326613,637009,Нет
7398,the 1975,ugh!,5,0.0,99,0,162417,635542,Нет
7399,nav,taking chances,2,0.0,74,0,405669,635275,Нет
7400,arctic monkeys,star treatment,2,0.0,83,0,401389,635247,Нет
7401,logic,get up,2,0.0,82,0,335934,635077,Нет
7402,future,slave master,7,0.0,110,0,102480,634920,Нет
7403,lil peep,leanin',2,0.0,96,0,395341,634823,Нет
7404,playboi carti,lean 4 real,2,0.0,75,0,415286,634735,Нет
7405,twenty one pilots,formidable,2,0.0,86,0,372470,634394,Нет
7406,the rolling stones,sympathy for the devil,3,0.0,195,0,229951,634141,Нет
7407,rihanna,never ending,5,0.0,129,0,135292,633158,Нет
7408,wiz khalifa,blue hunnids,2,0.0,85,0,404244,632982,Нет
7409,eminem,go to sleep,2,0.0,104,0,331292,632701,Нет
7410,bryson tiller,rain on me (intro),2,0.0,69,0,404092,632155,Нет
7411,dvsn,i believed it,2,0.0,53,0,429715,632142,Нет
7412,khalid,scenic drive,2,0.0,92,0,360730,631712,Нет
7413,j balvin,una nota,2,0.0,93,0,357658,631596,Нет
7414,ariana grande,knew better / forever boy,5,0.0,164,0,138966,630983,Нет
7415,lil mosey,live this wild,2,0.0,80,0,378109,630977,Нет
7416,trippie redd,riot,2,0.0,72,0,387194,630932,Нет
7417,niykee heaton,bad intentions,9,0.0,102,0,80886,629598,Нет
7418,h.e.r.,could've been,2,0.0,90,0,370365,629263,Нет
7419,quality control,100 racks (offset feat. playboi carti),2,0.0,86,0,356396,629020,Нет
7420,mac miller,friends,2,0.0,56,0,404590,628764,Нет
7421,bts,mic drop,3,0.0,137,0,223287,628638,Нет
7422,audioslave,like a stone,2,0.0,67,0,363316,628294,Нет
7423,john mayer,all i want is to be with you,2,0.0,77,0,395678,628045,Нет
7424,mac miller,programs,2,0.0,66,0,399492,627874,Нет
7425,of monsters and men,crystals,7,0.0,114,0,109435,627679,Нет
7426,g,eazy  breakdown,2,0.0,67,0,391529,627537,Нет
7427,logic,theme for the people,2,0.0,62,0,411088,627430,Нет
7428,chad focus,get to the money,3,0.0,156,0,212093,627141,Нет
7429,dj khaled,"fam good, we good",2,0.0,70,0,389013,627091,Нет
7430,future,krazy but true,2,0.0,108,0,364091,626948,Нет
7431,young thug,stupid/asking,2,0.0,63,0,394533,626909,Нет
7432,moxie raia,buffalo bill,7,0.0,90,0,123239,626599,Нет
7433,fka twigs,tears in the club,2,0.0,106,0,363007,626440,Нет
7434,rod wave,don't forget,2,0.0,66,0,387610,626295,Нет
7435,nicki minaj,boss ass bitch,2,0.0,66,0,404354,626199,Нет
7436,big sean,respect it,2,0.0,77,0,389818,626120,Нет
7437,nav,hold your breath,2,0.0,80,0,397537,626062,Нет
7438,migos,mahomes,2,0.0,99,0,364980,626006,Нет
7439,rihanna,close to you,5,0.0,133,0,133712,625817,Нет
7440,lil baby,medical,2,0.0,73,0,373756,625218,Нет
7441,blackbear,alone in a room full of people,2,0.0,51,0,400111,625210,Нет
7442,eminem,higher,2,0.0,122,0,345528,624716,Нет
7443,marlon roudette,when the beat drops out,7,0.0,77,0,140156,624308,Нет
7444,the strokes,brooklyn bridge to chorus,2,0.0,57,0,370338,624289,Нет
7445,the strokes,the adults are talking,2,0.0,62,0,363641,623858,Нет
7446,the weeknd,in your eyes,2,0.0,53,0,391726,623368,Нет
7447,a boogie wit da hoodie,be free,2,0.0,107,0,373997,623306,Нет
7448,a boogie wit da hoodie,calm down (bittersweet),2,0.0,118,0,371106,623210,Нет
7449,playboi carti,old money,2,0.0,78,0,409950,623159,Нет
7450,the notorious b.i.g.,big poppa,3,0.0,171,0,228510,623000,Нет
7451,young thug,i bought her,2,0.0,82,0,359117,622587,Нет
7452,takeoff,vacation,2,0.0,85,0,401002,622505,Нет
7453,lil baby,top priority,2,0.0,82,0,367864,622479,Нет
7454,kehlani,do u dirty,4,0.0,168,0,166925,622280,Нет
7455,kacey musgraves,camera roll,2,0.0,87,0,371814,621901,Нет
7456,kodak black,because of you,2,0.0,121,0,365476,621833,Нет
7457,gucci mane,all my children,5,0.0,157,0,136036,621571,Нет
7458,kansas,carry on wayward son,3,0.0,123,0,265357,621363,Нет
7459,ed ivory,oogie boogie's song,2,0.0,88,0,397070,621312,Нет
7460,florida georgia line,drinkin' beer. talkin' god. amen.,3,0.0,164,0,213982,621299,Нет
7461,john legend,you deserve it all,2,0.0,165,0,323129,620976,Нет
7462,lil wayne,b.b. king freestyle,2,0.0,105,0,343172,620666,Нет
7463,bankroll fresh,walked in,6,0.0,179,0,113317,620415,Нет
7464,wiz khalifa,penthouse,2,0.0,98,0,353860,620387,Нет
7465,lil baby,danger,2,0.0,87,0,361361,620166,Нет
7466,quinn xcii,am i high rn,2,0.0,83,0,377780,619980,Нет
7467,system of a down,protect the land,2,0.0,62,0,397087,619903,Нет
7468,illenium,blame myself,2,0.0,86,0,379880,619893,Нет
7469,pop smoke,merci beaucoup,2,0.0,83,0,382313,619887,Нет
7470,gunna,i'm on some,2,0.0,81,0,377944,619662,Нет
7471,young thug,peepin out the window,2,0.0,67,0,378388,619265,Нет
7472,lorde,the man with the axe,2,0.0,76,0,388676,619056,Нет
7473,gucci mane,last time,5,0.0,176,0,131626,618685,Нет
7474,future,servin killa kam,2,0.0,114,0,358225,618348,Нет
7475,baby keem,gorgeous,2,0.0,77,0,388642,618006,Нет
7476,avril lavigne,love it when you hate me,2,0.0,68,0,369307,617792,Нет
7477,bow wow wow,i want candy,2,0.0,58,0,353873,617604,Нет
7478,charli xcx,good ones,2,0.0,94,0,373837,617377,Нет
7479,logic,lost in translation,2,0.0,84,0,377141,617218,Нет
7480,juice wrld,used to,2,0.0,109,0,365533,617039,Нет
7481,migos,why not,2,0.0,96,0,367051,616604,Нет
7482,jon bellion,blu,2,0.0,91,0,400234,616185,Нет
7483,machine gun kelly,sid & nancy,2,0.0,77,0,360856,616158,Нет
7484,playboi carti,foreign,2,0.0,86,0,384387,615647,Нет
7485,marilyn manson,this is halloween,3,0.0,42,0,392688,614475,Нет
7486,mac demarco,for the first time,3,0.0,195,0,222418,614301,Нет
7487,don toliver,you,2,0.0,60,0,373057,613923,Нет
7488,miley cyrus,we can't stop,12,0.0,149,0,78805,613806,Нет
7489,lil peep,beamer boy,3,0.0,132,0,241383,613271,Нет
7490,halsey,killing boys,2,0.0,135,0,351023,612574,Нет
7491,lil wayne,nfl,2,0.0,66,0,367254,612547,Нет
7492,jeremy zucker,not ur friend,2,0.0,99,0,359579,612081,Нет
7493,juice wrld,hurt me,2,0.0,111,0,364727,612078,Нет
7494,the 1975,love me,5,0.0,61,0,204816,612029,Нет
7495,logic,don't be afraid to be different,2,0.0,77,0,389264,611950,Нет
7496,twenty one pilots,bounce man,2,0.0,93,0,356293,611874,Нет
7497,troye sivan,lucky strike,2,0.0,77,0,386616,611809,Нет
7498,brent faiyaz,angel,2,0.0,71,0,380602,611634,Нет
7499,lil baby,forget that,2,0.0,97,0,360296,611203,Нет
7500,tyler farr,a guy walks into a bar,8,0.0,164,0,81441,611111,Нет
7501,young thug,harambe,4,0.0,114,0,186069,610820,Нет
7502,offset,on fleek,2,0.0,120,0,356752,610794,Нет
7503,kehlani,can you blame me,2,0.0,76,0,382776,610672,Нет
7504,thomas rhett,blessed,2,0.0,81,0,390422,609899,Нет
7505,tom petty,you wreck me,2,0.0,59,0,420828,609787,Нет
7506,blackpink,ready for love,2,0.0,83,0,362004,609272,Нет
7507,kodak black,300 blackout,2,0.0,111,0,346746,609013,Нет
7508,beck,morning,4,0.0,35,0,193602,608962,Нет
7509,nf,story,2,0.0,91,0,345796,608348,Нет
7510,jid,bruddanem,2,0.0,87,0,353722,608280,Нет
7511,summer walker,no love,2,0.0,74,0,371578,607922,Нет
7512,2 chainz,ncaa,2,0.0,114,0,363276,607801,Нет
7513,tom petty,wildflowers,2,0.0,64,0,403826,607754,Нет
7514,blackbear,1 sided love,2,0.0,91,0,382903,607736,Нет
7515,drake,lust for life,2,0.0,97,0,375701,607606,Нет
7516,the xx,say something loving,3,0.0,94,0,250174,607587,Нет
7517,g,eazy  provide,2,0.0,68,0,345479,607398,Нет
7518,hayley williams,simmer,2,0.0,127,0,312766,607349,Нет
7519,taylor swift,you belong with me,3,0.0,163,0,243416,607346,Нет
7520,trippie redd,m's,2,0.0,83,0,387153,607280,Нет
7521,isaiah rashad,darkseid,2,0.0,69,0,376188,607182,Нет
7522,don toliver,outerspace,2,0.0,61,0,368680,607022,Нет
7523,mac miller,clubhouse,6,0.0,124,0,119456,606819,Нет
7524,$uicideboy$,degeneration in the key of a minor,2,0.0,64,0,364613,606728,Нет
7525,tory lanez,10 f*cks,2,0.0,68,0,348331,606452,Нет
7526,saint jhn,just for me,2,0.0,100,0,364046,606318,Нет
7527,lil wayne,get outta my head (ft. xxxtentacion),2,0.0,125,0,328807,606268,Нет
7528,gryffin,omg,2,0.0,75,0,389499,606205,Нет
7529,a$ap ferg,strive,5,0.0,133,0,159430,606137,Нет
7530,french montana,wiggle it,2,0.0,92,0,358727,606119,Нет
7531,jack harlow,already best friends,2,0.0,130,0,338874,605759,Нет
7532,zedd,funny,2,0.0,85,0,359858,605378,Нет
7533,lil wayne,surf swag,2,0.0,74,0,377559,605142,Нет
7534,kay starr,(everybody's waitin' for) the man with the bag  remastered 1996,2,0.0,51,0,374296,605037,Нет
7535,earl sweatshirt,nowhere2go,2,0.0,148,0,349669,605027,Нет
7536,baby keem,south africa,2,0.0,86,0,372589,604306,Нет
7537,kings of leon,find me,3,0.0,56,0,312241,604076,Нет
7538,dua lipa,levitating,2,0.0,81,0,376797,604038,Нет
7539,future,overdose,2,0.0,112,0,360285,603958,Нет
7540,brockhampton,thug life,2,0.0,76,0,400449,603508,Нет
7541,big sean,guard your heart,2,0.0,86,0,373749,603295,Нет
7542,daniel caesar,entropy,2,0.0,85,0,359865,602724,Нет
7543,dj esco,xotic,3,0.0,149,0,221965,602523,Нет
7544,a boogie wit da hoodie,savage,2,0.0,145,0,335056,601972,Нет
7545,jhené aiko,10k hours,2,0.0,144,0,336218,600978,Нет
7546,katie gregson,macleod  complex (demo),2,0.0,92,0,340415,599870,Нет
7547,sub urban,inferno,3,0.0,193,0,200506,599087,Нет
7548,machine gun kelly,wwiii,2,0.0,91,0,358424,599045,Нет
7549,brockhampton,berlin,2,0.0,78,0,393634,598725,Нет
7550,beyoncé,can you feel the love tonight,2,0.0,83,0,387315,598610,Нет
7551,2 chainz,money in the way,2,0.0,113,0,363865,598404,Нет
7552,nav,reckless intro,2,0.0,74,0,383227,598302,Нет
7553,katy perry,cry about it later,2,0.0,72,0,379127,598252,Нет
7554,tory lanez,pricey & spicy,2,0.0,55,0,379803,597612,Нет
7555,trippie redd,iphone,2,0.0,83,0,374104,597581,Нет
7556,j balvin,azul,2,0.0,79,0,362782,597580,Нет
7557,tame impala,one more hour,2,0.0,137,0,343385,597507,Да
7558,summer walker,ex for a reason,2,0.0,71,0,372121,597194,Нет
7559,tom petty and the heartbreakers,don't do me like that,2,0.0,63,0,407929,597084,Нет
7560,machine gun kelly,papercuts  album edit,2,0.0,78,0,354692,597053,Нет
7561,khalid,eleven,2,0.0,84,0,353930,596948,Нет
7562,young thug,big tipper,2,0.0,97,0,336995,596937,Нет
7563,meek mill,100 summers,2,0.0,159,0,304548,596784,Нет
7564,calvin harris,under control,9,0.0,97,0,83440,596480,Нет
7565,kacey musgraves,angel,2,0.0,90,0,364798,596348,Нет
7566,future,some more,2,0.0,93,0,342812,596280,Нет
7567,$uicideboy$,the_evil_that_men_do,2,0.0,91,0,323459,595762,Нет
7568,tame impala,glimmer,2,0.0,133,0,347354,595484,Нет
7569,future,goin dummi,2,0.0,120,0,343264,595417,Нет
7570,a tribe called quest,melatonin,4,0.0,142,0,161764,595095,Нет
7571,rich the kid,that's tuff,2,0.0,133,0,340425,594824,Нет
7572,charlie puth,the way i am,2,0.0,100,0,353622,594549,Нет
7573,don toliver,double standards,2,0.0,59,0,374784,594161,Нет
7574,listenbee,save me,7,0.0,116,0,109511,594050,Нет
7575,maggie rogers,that's where i am,2,0.0,61,0,368919,594046,Нет
7576,rod wave,forever,2,0.0,64,0,362030,594023,Нет
7577,youngboy never broke again,hold me down,2,0.0,60,0,378253,593903,Нет
7578,avicii,hold the line,2,0.0,97,0,373757,593820,Нет
7579,arctic monkeys,one point perspective,2,0.0,93,0,378701,593602,Нет
7580,blink,182  pin the grenade,2,0.0,75,0,372377,593292,Нет
7581,pusha t,call my bluff,2,0.0,70,0,356392,593205,Нет
7582,nick jonas,bacon,4,0.0,145,0,159078,592774,Нет
7583,gunna,missing me,2,0.0,83,0,353945,592502,Нет
7584,polo g,suicide,2,0.0,118,0,332134,592489,Нет
7585,trippie redd,everything boz,2,0.0,87,0,364370,592373,Нет
7586,paramore,forgiveness,2,0.0,68,0,399923,592373,Нет
7587,dan + shay,steal my love,2,0.0,67,0,358474,592194,Нет
